ts_code,exchange,question_id,question_time,answer_time,question,answer,answer_class,theme,story_read,proof_needed,credibility,source_url,source_type
000528.SZ,szse,2299491457793265664,2026-06-26,2026-07-03,请问公司的产品用于风电的有哪些，核电方面有哪些产品,您好！公司在风电和核电设施建设的土方施工阶段可提供包含产品及服务在内成熟的成套解决方案。同时，公司子公司欧维姆有能力为风电和核电建设提供成熟的锚固技术和拉索系统，其研发的风力发电机拉索体系，成功增强了风电机组的稳定性和安全性；欧维姆公司还为我国“华龙一号”第三代核电技术配套研发了预应力锚固系统，并随后相继在多个核电站工程中应用该技术，成功打破三代核电锚固技术国际垄断，助力核电工程国产化率提升。谢谢！,substantive,unclassified,official interaction without a mapped investable theme,manual review required,higher-official-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2299491457793265664,cninfo_irm
000528.SZ,szse,2297498524483796992,2026-06-23,2026-07-03,请问最近实施的员工股权激励价格已经高于目前市场股价百分之二十左右了，请问员工还有积极性行权吗？这激励还有意义吗？不如直接号招管理层和员工从二级市场买入股份呢！,您好！公司的期权激励计划是经合规流程由股东会审议通过并实施的，是公司建立常态化、多层次的长期激励机制的重要环节，股价短期波动并不会影响长期激励机制的效果。公司将在做好日常经营，推动业绩可持续增长的基础上，积极研究实施多层次市值管理举措，推动股票回归合理估值。谢谢！,substantive,buyback-shareholder-return,shareholder-return / valuation-support narrative,"needs board approval, execution, and funding visibility",higher-official-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2297498524483796992,cninfo_irm
000528.SZ,szse,2302810136075276288,2026-06-30,,你好：我司于6月30日发布营业执照内容变更，其中增加了1.集成电路设计、2.智能控制系统集成、3.储能技术服务；4.汽车销售。请问以上内容我司是否有对应的产品直接可以应用？或者计划利用储备技术扩大企业经营内容？是否代表我司已经决定向高科技，人工智能，能源技术方向发展的新决心？,,unanswered,unclassified,official interaction without a mapped investable theme,manual review required,no-company-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2302810136075276288,cninfo_irm
000528.SZ,szse,2302675987274850304,2026-06-30,,建议立即回购注销一亿股,,unanswered,buyback-shareholder-return,shareholder-return / valuation-support narrative,"needs board approval, execution, and funding visibility",no-company-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2302675987274850304,cninfo_irm
000528.SZ,szse,2298287501386137600,2026-06-24,2026-06-29,请问贵公司的股东人数现在是多少？,您好！公司将在定期报告中披露股东户数，请关注公司定期报告。公司股东可以向公司邮箱（stock@liugong.com）提交书面申请并附以股东证明查询相关信息。谢谢！,substantive,unclassified,official interaction without a mapped investable theme,manual review required,higher-official-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2298287501386137600,cninfo_irm
000528.SZ,szse,2298259815891382272,2026-06-24,2026-06-29,尊敬的董秘您好！中东重建在即，请问贵司在中东是否有业务布局？谢谢！,您好！公司在全球180多个国家和地区都有成熟的营销网络，中东区域是公司的重要区域市场之一，近年来在持续的资源投入下保持了良好的增长态势，营收占比不断提升。未来公司将持续关注和把握包括中东在内的各重点区域的市场机会，加快全球化战略的落地。谢谢！,substantive,unclassified,official interaction without a mapped investable theme,manual review required,higher-official-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2298259815891382272,cninfo_irm
000528.SZ,szse,2298259180371787776,2026-06-24,2026-06-29,尊敬的董秘您好！国家近日提出“六张网”建设，请问预计对贵司的影响程度如何？谢谢！,您好！“六张网“是包括水网、新型电网、算力网、新一代通信网、城市地下管网、物流网的”十五五“规划中的重大工程。公司有能力为”六张网“建设中的土方施工阶段提供成熟的全面解决方案，也将积极探索”六张网“带来的市场机会。不过目前”六张网“建设仍处于规划和设计实施方案的早期阶段，未来对行业及公司的影响力度尚有待观察。请各位投资者注意投资风险。谢谢！,directional-but-unquantified,compute-power,new-demand adjacency around power + computing infrastructure,"needs revenue, order, or project economics before valuation uplift",medium-official-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2298259180371787776,cninfo_irm
000528.SZ,szse,2298086874873806848,2026-06-24,2026-06-29,请问贵公司最新的股东人数,您好！您可以向公司邮箱（stock@liugong.com）提交书面申请并附以股东证明查询相关信息。谢谢！,substantive,unclassified,official interaction without a mapped investable theme,manual review required,higher-official-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2298086874873806848,cninfo_irm
000528.SZ,szse,2298764216930910208,2026-06-25,2026-06-29,公司是否考虑，趁现在可创板块非常火热的当下，让欧维姆在科创板上市？公司为科改示范企业、细分垄断赛道（核电/LNG锚固市占70%+），技术壁垒高。所以，是否应该考虑让其独立上市发哺公司主业？,您好！公司控股子公司欧维姆是中国预应力及相关领域技术的领跑者，是国内预应力产品体系最为齐全的代表性企业，常年在国内保持领先的市场占有率。曾先后六次获得国家科技进步奖，其中2015年获得国家科技进步一等奖。柳工欧维姆的产品线、规模和品牌影响力处于行业领先地位。关于您的建议，公司结合相关政策进行研究。谢谢！,substantive,unclassified,official interaction without a mapped investable theme,manual review required,higher-official-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2298764216930910208,cninfo_irm
000528.SZ,szse,2291743354206502912,2026-06-15,2026-06-29,"董秘你好，最近半年公司股价一直跌跌不休，虽然说股价波动是市场行为，但是贵公司这几年业绩大幅计提，一季度又受汇兑影响，造成市场信心不足。

能否恳请贵公司在7月15日之前，发布一下业绩预告，恳请不要用交易所规则说事，哪怕贵公司二季度增速达不到50%，只要能确定业绩是增长的，即使只有10-30%的增速，自愿性披露，并不违规。这样应该对市场信心的恢复就有很大的帮助的。谢谢。",您好，感谢您的建议。公司始终关注投资者合理诉求，目前正积极研究各类合规市值管理方案的可行性，并严格遵守监管规定履行信息披露义务，确保向市场传递真实、准确、完整的信息。同时，我们也将继续扎实做好生产经营，努力提升内在价值，以切实的经营业绩回报广大投资者的信任。谢谢！,non-committal,buyback-shareholder-return,shareholder-return / valuation-support narrative,"needs board approval, execution, and funding visibility",weak-official-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2291743354206502912,cninfo_irm
000528.SZ,szse,2298896828204232704,2026-06-25,2026-06-29,请问贵公司的股东是人数是多少？可以回答一下吗？,您好！公司将在定期报告中披露股东户数，请关注公司定期报告。公司股东可以向公司邮箱（stock@liugong.com）提交书面申请并附以股东证明查询相关信息。谢谢！,substantive,unclassified,official interaction without a mapped investable theme,manual review required,higher-official-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2298896828204232704,cninfo_irm
000528.SZ,szse,2297392292617170944,2026-06-23,2026-06-25,你好。我司牵头建设的广西高端装备制造人工智能联合创新中心的定位和功能是什么？是装备研究还是算力与人工智能方向的研究？进度如何了？,您好！广西高端装备制造人工智能联合创新中心属于人工智能联合创新中心平台。在数据语料维度建设方面，将构建完善的高端装备行业数据集体系，围绕工程机械设计、制造、运维和服务等核心业务，全力打造10个高质量数据集，同时开放30%的数据集，为广西高端装备行业人工智能应用筑牢数据根基。在智能体应用与推广方面，将聚焦工程机械研发设计、生产制造、运维服务等核心业务，加速智能体在行业内的落地实践。谢谢！,substantive,compute-power,new-demand adjacency around power + computing infrastructure,"needs revenue, order, or project economics before valuation uplift",higher-official-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2297392292617170944,cninfo_irm
000528.SZ,szse,2297546559252508672,2026-06-23,2026-06-25,请问贵司的最新股东人数,您好！您可以向公司邮箱（stock@liugong.com）提交书面申请并附以股东证明查询相关信息。谢谢！,substantive,unclassified,official interaction without a mapped investable theme,manual review required,higher-official-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2297546559252508672,cninfo_irm
000528.SZ,szse,2297424693860413440,2026-06-23,2026-06-25,证券法规定，股东有权知道即时股东人数，而公司一再推脱不回答现在即时股东人数的多少是为什么？别的上市公司在股东要求下都能及时回复即时股东人数。,您好！您可以向公司邮箱（stock@liugong.com）提交书面申请并附以股东证明查询相关信息。谢谢！,substantive,unclassified,official interaction without a mapped investable theme,manual review required,higher-official-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2297424693860413440,cninfo_irm
000528.SZ,szse,2296604655766601728,2026-06-22,2026-06-25,贵公司今日公告：可行权的激励对象共计 123 人，行权价格为 9.67 元/份，行权期限：2026 年 6 月 23 日至 2027 年 6 月 7 日止。目前公司股价远低于行权价，贵公司获权员工123人近期行权将面临市场价格的惩罚，如果当前至2027 年 6 月 7 日止公司市场交易股价持续低于行权价格，贵公司的股权激励计划如何调整才能避免惩罚行权员工？,您好！ 期权交易的主动选择权在激励对象，当市场价格低于行权价理性持有者自然一般不会选择行权。公司的期权激励计划是经合规流程由股东会审议通过并实施，不存在因市场价格变动而调整激励计划的情况。公司深知关键员工是现代企业最重要的资本，也正逐步建立包含股权激励在内常态化、多层次的激励机制，将核心骨干员工和公司长期发展深度绑定，推动公司可持续发展。谢谢！,substantive,unclassified,official interaction without a mapped investable theme,manual review required,higher-official-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2296604655766601728,cninfo_irm
000528.SZ,szse,2288505464199667712,2026-06-11,2026-06-23,看到公司5月2号公告“投资者关系记录表”，大致掌握了一些公司近期的经营状况，尤其是公司最后一句总结：“我们有信心、有能力持续为各位投资者创造稳健且具有成长性的价值”，对此投资者也比较放心。话说的如此的到位，可二级市场公司股价却下跌不止，甚至于回到了2024年4月份（大盘2700点以下）之前。请问董秘：公司股价的表现与公司“稳健且具有成长性价值”如此的割裂，究竟是什么原因导致的？,您好！二级市场股价波动受宏观经济环境、行业周期、市场情绪、资金偏好等多重因素影响，尤其是今年以来国际国内市场发生的结构性变化，导致包括工程机械行业在内的传统板块估值受到影响。公司坚信经营质量稳定提升是兑现长期投资价值的主要方式，未来公司仍立足于通过治理规范、高效创新、业绩增长、鼓励大股东增持以及实施高比例分红等市值管理措施，努力促进公司投资价值的逐步回归，为股东带来长期回报。谢谢！,substantive,buyback-shareholder-return,shareholder-return / valuation-support narrative,"needs board approval, execution, and funding visibility",higher-official-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2288505464199667712,cninfo_irm
000528.SZ,szse,2293662062126514176,2026-06-18,2026-06-23,"你好，董秘。
柳工为何跌跌不休？公司就没有一点应对措施？这是否对投资者不负责任？",您好！公司将根据公司发布的《市值管理制度》《市值管理工作细则》等制度文件，在市值管理制度与战略体系的指导下持续开展包括提升产品技术的领先性、扩大收入规模和盈利增长、优化资产财务质量、合规透明信息披露、丰富资本运作以及优化投资者关系等方式在内的多层次市值管理工作，力求为股东创造长期的价值回报。公司任何市值管理措施都将在履行对应审批程序或信息披露义务后合规进行。谢谢！,substantive,buyback-shareholder-return,shareholder-return / valuation-support narrative,"needs board approval, execution, and funding visibility",higher-official-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2293662062126514176,cninfo_irm
000528.SZ,szse,2294094410714398720,2026-06-18,2026-06-23,"各位领导您好，目前柳工在行业发展潜力中已经遇到产品同质化竞争瓶颈。建议企业依托现有元象科技在液冷和电源适配设备的优势进行科技赛道的多维布局。
我司自有液冷，自用MCU，甚至包括柳工全套发电机组设备在目前全球发展中都可成为新的赛道方向，全球知名品牌CAT（卡特彼勒）已经从传统工程设备转向算力备用电源的生产并产生极好的效果，我司自有技术完善，管理层优秀，实际上有很大机会拓展新兴赛道，希望我司着重考虑。",您好，感谢您的建议！公司全新升级的十五五战略中“全面数智化”是重要组成部分，公司鼓励研发和市场团队依托现有新产品新技术平台进行创新，同时也会积极探寻在其他市场的应用机会，实现业绩增长，不断增强股东回报。谢谢！,non-committal,compute-power,new-demand adjacency around power + computing infrastructure,"needs revenue, order, or project economics before valuation uplift",weak-official-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2294094410714398720,cninfo_irm
000528.SZ,szse,2293835278021996544,2026-06-18,2026-06-23,你好，董秘，柳工元象科技有限公司是公司落实智能制造、技术升级等研发战略的主体。公司几年前就已发布了无人驾驶装载机、挖掘机、压路机等AI智能体产品并陆续完成批量生产交付，问一下公司的AI智能体平台的名字是什么，该AI智体平台是否可以用于智能检修，智能客服，智能驾驶，智能问数，智能营销等。,您好！公司主要围绕“柳工大脑—柳工大模型应用平台”构建智能化矩阵，能够快速催生各类垂直领域大模型应用，为产品创新、生产管理、客户服务等各个环节提供全方位智能支持。其具备实现“设备智能化+管理数字化+行业智能化”深度融合的底层能力，目前可辅助柳工设备实现智能驾驶、智能识别故障隐患及中英文实时问答等能力。谢谢！,substantive,unclassified,official interaction without a mapped investable theme,manual review required,higher-official-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2293835278021996544,cninfo_irm
000528.SZ,szse,2293730463685099520,2026-06-18,2026-06-23,柳工作为一家全球性企业，市值才一百多亿，这个量级有什么话语权和竞争力？完全无法应对金融市场！,您好！感谢您的关注，公司管理层深知市值管理的长期性和重要性，在“十五五”战略基础上制定了《柳工2026-2030市值管理规划》，并成立了以董事长和总裁为组长，董秘为具体责任人的市值管理工作组，致力于通过多重市值管理举措，实现公司运营质量提升及业绩稳定增长，平滑短期的市值波动，为全体股东创造可持续的长期价值回报。谢谢！,substantive,buyback-shareholder-return,shareholder-return / valuation-support narrative,"needs board approval, execution, and funding visibility",higher-official-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2293730463685099520,cninfo_irm
000528.SZ,szse,2292314481777655808,2026-06-16,2026-06-23,董秘好，问一下公司股东人数现在是多少,您好！公司将在定期报告中披露股东户数，请关注公司定期报告。谢谢！,substantive,unclassified,official interaction without a mapped investable theme,manual review required,higher-official-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2292314481777655808,cninfo_irm
000528.SZ,szse,2288535872389578752,2026-06-11,2026-06-23,每当有投资者抱怨柳工表现差时董秘总会提到柳工的长期投资价值！可是柳工从15年前的高点20多跌到现在的8块多，是整个工程机械同行里跌最多的！请问柳工的长期投资价值在哪里（论分红没有实际意义）？,您好! 股价波动影响因素较多，在今年较为特殊的市场行情下，公司目前的市值已大幅偏离公司的价值。公司将致力于深耕装备制造业，抓好国内产业转型升级和全球化市场机遇，持续优化主营业绩，加强4R管理，推动价值理性回归。同时，现金分红也是证券监管认可的重要市值管理方式，公司也将持续通过稳定的高比例分红回报价值型长期股东和投资者。谢谢！,substantive,buyback-shareholder-return,shareholder-return / valuation-support narrative,"needs board approval, execution, and funding visibility",higher-official-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2288535872389578752,cninfo_irm
000528.SZ,szse,2291359512843694080,2026-06-15,2026-06-18,公司参与中东重建嘛？,您好！公司在全球180多个国家和地区都有成熟的营销网络，公司将持续关注和把握各重点区域的市场机会。谢谢！,directional-but-unquantified,unclassified,official interaction without a mapped investable theme,manual review required,medium-official-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2291359512843694080,cninfo_irm
000528.SZ,szse,2289959327870959616,2026-06-13,2026-06-18,"你好领导，请问我司近年来出口中东的设备与产品增长率如何？我司在中东是否已经构建了完善的销售和运输渠道？
感谢您的回答！",您好！公司国际化战略实施20余年来，已在全球180多个国家建立了成熟的分销网络以及运输线路，公司尤其十分关注和把握海外业务的重点区域，近年来随着渠道、人力及后市场等资源的持续投入，公司在各重点区域营收及利润均保持了良好的增长态势。谢谢！,substantive,unclassified,official interaction without a mapped investable theme,manual review required,higher-official-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2289959327870959616,cninfo_irm
000528.SZ,szse,2289938291121143808,2026-06-13,2026-06-17,你好，请问我司智能化无人设备都有什么？是否已经应用和销售了？,您好！公司工程机械整机如装载机、挖掘机、压路机等无人化智能产品已形成批量交付并获得客户高度认可，公司同时还在研制更多系列无人化智能产品，如公司子公司智拓科技为客户提供以工业机器人集成为核心的智能化装备、产线配套周边和相关服务。目前无人化程度较高的产品占公司总体销售的中的份额仍然较小，请您注意投资风险。谢谢！,substantive,unclassified,official interaction without a mapped investable theme,manual review required,higher-official-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2289938291121143808,cninfo_irm
000528.SZ,szse,2290101791936167936,2026-06-13,2026-06-17,您好，能介绍下我司近期所新研发的新能源（包括纯电和混动）矿卡产品吗？另外DW和DR型号有何种区别，近期销量如何？,您好！柳工近期发布无人驾驶电动刚性宽体车DW165CE，支持全场景作业模式与有人、无人混编运行，可在能见度仅20米的雨雾、扬尘恶劣环境下稳定自动驾驶；新升级的5G远程遥控驾驶技术，可实现135吨超大型挖掘机远程遥控，让安全与效率突破时空界限。DW系列主要是非公路宽体车，其结构抗弯、抗扭性能极佳，专为应对矿区恶劣工况和高强度作业而优化，也针对性推出了许多电动化产品与配套技术；DR系列主要属于传统刚性矿卡，二者在架构上有区别，适用场景不同。柳工矿卡自上市以来收到客户广泛认可，取得了可观销量。谢谢！,substantive,unclassified,official interaction without a mapped investable theme,manual review required,higher-official-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2290101791936167936,cninfo_irm
000528.SZ,szse,2288601293331431424,2026-06-11,2026-06-17,董秘您好，平陆运河9月份即将通航，贵公司是否已经提前规划好水运路线？贵公司是否以此进行测算，一年运输成本大概能节约多少？（不需要精确数学，给一个测算范围即可），谢谢。,您好！平陆运河作为西部陆海新通道骨干工程，建成后将成为西南地区最短出海通道。有助于降低柳工物流成本，提升竞争能力。目前，通航后具体船只运力安排等因素尚未能确定，需要等运河通航一定时间后才可评估，目前相关测算仍缺乏事实依据。公司会积极优化运输路线，充分发挥运河效能。请您注意投资风险。谢谢！,substantive,unclassified,official interaction without a mapped investable theme,manual review required,higher-official-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2288601293331431424,cninfo_irm
000528.SZ,szse,2284146759588995072,2026-06-05,2026-06-15,"你好，请问我司目前智能化产品研发到什么程度了？从全球客户大会中已知我司通过元象科技已经实现了无人设备的具体落地应用，请问该类设备是否即是类属于AI智能体，可通过全程电气化与人工智能系统实现无人驾驶，无人运输，无人工作。并提供整套设备能否详细讲解一下？另外请问元象科技和我司是什么关系？
感谢各位领导的回答，顺祝商祺！",您好！柳工元象科技有限公司是公司持股100%的全资子公司，是公司落实智能制造、技术升级等研发战略的主体。公司几年前就已发布了无人驾驶装载机、挖掘机、压路机等AI智能体产品并陆续完成批量生产交付，近期又于5·28全球客户节正式发布无人驾驶电动刚性宽体车DW165CE，支持全场景作业模式与有人、无人混编运行，可在能见度仅20米的雨雾、扬尘恶劣环境下稳定自动驾驶；新升级的5G远程遥控驾驶技术，可实现135吨超大型挖掘机远程遥控，让安全与效率突破时空界限。谢谢！,substantive,unclassified,official interaction without a mapped investable theme,manual review required,higher-official-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2284146759588995072,cninfo_irm
000528.SZ,szse,2285557261030195200,2026-06-07,2026-06-11,"各位领导好：
请问我司从2020年开始就大量投资并提升企业在新型工业化和智能制造领域的更新与发展，请问都做了哪些？取得了什么成果？
感谢领导的答复！",您好！自2020年以来，我司在新兴工业化和智能制造领域累计投资超60亿元。在智能制造领域，重点打造了装载机、挖掘机等数智工厂，自动化率大幅提升，大幅缩短了制造周期并提升了整机质量；在新技术新产品应用领域，公司加速向新质生产力跃升，自主研发了“柳工大脑AI平台”与智慧矿山系统，成功推出无人驾驶机械及大量新能源电动产品。未来，我们将继续深化数智化转型，通过从研发、制造到管理系统的全产业链升级，力求打造具有全球竞争力的世界级装备制造企业。谢谢！,substantive,unclassified,official interaction without a mapped investable theme,manual review required,higher-official-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2285557261030195200,cninfo_irm
000528.SZ,szse,2283264444457377792,2026-06-04,2026-06-11,你好，我司是否有机器人业务和产品？,您好！公司子公司智拓科技主要制造全场景为客户提供以工业机器人集成为核心的智能化装备、产线配套周边和相关服务。产品包括：焊接/码垛/搬运等工业机器人集成系统，物流运输装备（AGV、RGV）、环保除尘设备和精密工装。相关业务均已有成熟产品量产并交付内部、外部订单，目前处于技术研发孵化和营销渠道建设的战略发展期。公司并未涉及人形机器人业务，请您注意投资风险。谢谢！,substantive,unclassified,official interaction without a mapped investable theme,manual review required,higher-official-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2283264444457377792,cninfo_irm
000528.SZ,szse,2283292851192528896,2026-06-04,2026-06-11,尊敬的董秘 柳工被严重低估 其重要原因是市场担心可转债抛压 管理层是否可以研究？ 在柳工转债2的存续期内 不与强赎 长期均匀化解抛压，使股票回到合理的估值,您好！公司将在股价变化达到可转债强制赎回条件的同时召开董事会决策是否行使赎回权利。同时，公司将综合考虑实际经营情况及市场变化等因素，运用包括但不限于股份回购、鼓励大股东增持、实施股权激励、优化分红方案、强化投资者关系管理等手段促进公司内在价值与市值达到动态平衡水平。谢谢！,substantive,buyback-shareholder-return,shareholder-return / valuation-support narrative,"needs board approval, execution, and funding visibility",higher-official-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2283292851192528896,cninfo_irm
000528.SZ,szse,2285908709792636928,2026-06-07,2026-06-10,您好，请问世界第一高桥（花江峡谷大桥）我司是否参与了建设？如果参与了，我司提供了哪些核心技术和产品？特点是什么？,您好！柳工子公司欧维姆公司给花江峡谷大桥提供了全桥多股成品索式锚碇锚固系统。悬索桥的跨越能力，主要靠锚碇锚固系统来承载。为了降低细微偏差可能导致的受力失衡，欧维姆团队以成品索为核心预应力锚固组件，创新设计出具有优异耐腐蚀“铠甲”功能的多股成品索式锚碇锚固系统，以彻底解决预应力系统长期面临的腐蚀难题，为大桥在复杂环境下的长久服役奠定基础。同时，该系统还创新性地融入健康监测与更换功能，在大桥管养阶段可实现实时监测、及时维护与灵活更换，有效打破传统锚固系统更换难的局限性。谢谢！,substantive,unclassified,official interaction without a mapped investable theme,manual review required,higher-official-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2285908709792636928,cninfo_irm
000528.SZ,szse,2283592219181539328,2026-06-04,2026-06-10,你好，请问我司在中国航天天眼”FAST所研发出的柔性索网技术的特点是什么？未来中国航天基础设施建设中该技术是否还可有其他应用？,您好！中国天眼项目索网系统对拉索长度精度要求及相关核心性能指标均远超出一般项目拉索技术质量标准，公司子公司欧维姆公司通过自主研发成功实现技术突破，承担了该项目索网系统全部拉索的施工及监测工作，进一步巩固了行业的引领地位。目前，欧维姆公司业务尚不涉及航空航天设施领域。未来柳工及子公司欧维姆公司将积极探寻潜在市场应用方向，实现营收稳定增长。谢谢！,substantive,unclassified,official interaction without a mapped investable theme,manual review required,higher-official-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2283592219181539328,cninfo_irm
000528.SZ,szse,2282984180463026176,2026-06-03,2026-06-10,公司挖掘机智慧工厂、中源液压募投项目延期至年末投产，目前项目完工进度和新增产能规划？,您好！目前公司挖掘机智慧工厂、中源液压新工厂目前已实现绝大部分投产并基本达到预期产能规划，仅余少量配套项目未完成，不影响正常生产。谢谢！,substantive,unclassified,official interaction without a mapped investable theme,manual review required,higher-official-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2282984180463026176,cninfo_irm
000528.SZ,szse,2282982067339116544,2026-06-03,2026-06-10,一季度应收账款环比大幅上涨，高于营收增速，主要原因是下游账期拉长还是信用政策调整？,您好！公司近期应收账款规模上升主要系海外业务处于快速扩张，营业收入随之增长所致，属于业务发展的正常现象。目前公司信用政策未发生重大变化，在信用管理方面，公司始终秉持审慎原则，综合考量客户资信状况、项目周期及违约风险等多维因素，动态优化对下游客户的信用政策与账期安排。同时，公司已与中信保等权威机构建立深度合作，通过金融工具有效对冲回款风险，公司相关订单违约赔付率保持在行业较低水平，资产质量整体优良。谢谢！,substantive,unclassified,official interaction without a mapped investable theme,manual review required,higher-official-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2282982067339116544,cninfo_irm
000528.SZ,szse,2280452048153804800,2026-05-31,2026-06-08,"请问我司十五五的三全战略转型是什么意思？
在未来产业中企业主要转型的方向是什么？","您好！柳工的“十五五”三全战略转型，核心是围绕“全面解决方案、全面数智化、全球化”三大方向进行升级，核心含义如下：
（1）全面解决方案：从“单一卖设备”转向“卖整体服务”，根据具体场景提供定制化的全套设备与全生命周期服务。
（2）全面数智化：将AI、大数据等前沿技术深度融入研发、制造、管理等全链条，以数智技术驱动企业从“制造”向“智造”跃升。
（3）全球化：从“产品出海”升级为“全价值链出海”。在海外建立本土化的研发、制造和供应链体系，优化全球资源配置。谢谢！",substantive,unclassified,official interaction without a mapped investable theme,manual review required,higher-official-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2280452048153804800,cninfo_irm
000528.SZ,szse,2278031954341593088,2026-05-28,2026-06-08,董秘您好！就柳工当前的股价，公司之前的回购和集团的增持应该亏损很严重了，公司没打算补仓吗？高价的时候回购和增持，低价反而没行动了？,您好！感谢您的建议。公司实施回购是基于对长期内在价值稳健增长的信心，旨在维护公司价值及股东权益，并非以短期盈利为目的。公司始终秉持合规经营与价值创造相统一的原则，并结合实际情况研究措施及方案，努力实现市值管理目标。类似问题请参见前述详细回复。谢谢！,non-committal,buyback-shareholder-return,shareholder-return / valuation-support narrative,"needs board approval, execution, and funding visibility",weak-official-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2278031954341593088,cninfo_irm
000528.SZ,szse,2281778548803174400,2026-06-02,2026-06-05,尊敬的董秘 4月28日，董秘回答投资者问题时提到，4月汇对收入以为正 请问5月份会对收入的情况？,您好！ 公司预计二季度汇兑损益规模将较一季度有大幅改善，但具体实现情况仍将受汇率波动影响，请您注意投资风险。谢谢！,substantive,unclassified,official interaction without a mapped investable theme,manual review required,higher-official-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2281778548803174400,cninfo_irm
000528.SZ,szse,2281406664943427584,2026-06-01,2026-06-05,董秘好，我是公司的一名投资者，问一下公司是否有用于地下管网施工的设备，我看公司网站上有隧道施工的全流程解决方案，这个方案是否已开始应用？另外公司的下属子公司广西柳工元象科技有限公司生产的工程机械电池，为何不对外销售，或许能为公司创造全新的价值。,"您好！关于您的问题：
（1） 地下管网施工中涉及土方开挖、管道敷设安装、非开挖等应用场景，公司能凭借优势的土方机械产品为客户提供具有极强竞争力的解决方案。
（2）官网上的隧道施工解决方案主要起展示作用，实际销售时会根据客户需求做出不同程度的调整。
（3）柳工元象科技有限公司生产的工程机械用电池已有部分对外销售，但还是以满足公司自身需求为主。谢谢！",substantive,unclassified,official interaction without a mapped investable theme,manual review required,higher-official-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2281406664943427584,cninfo_irm
000528.SZ,szse,2279732804340482048,2026-05-30,2026-06-05,您好：近期有分析报告指出，我司在2026年提升本地钢材的采购比例，大幅度降低材料成本，同时借力平陆运河开通，钢材运输成本降35.7%，年省约4.2亿元；出口改钦州港直航，单台运费降降低600元。请问我司是否已经在逐步降低成本了？都做了哪些动作，感谢回答，顺祝商祺！,您好！公司在采购环节会从加强商务谈判、开发新供方、实施提前锁价和联合供方协同降本等手段推动降本。平陆运河建成后将实现西江航道与北部湾国际枢纽港直接贯通，成为西南地区最短出海通道。对柳工这样的全球化企业来说将新增一条面向东南亚各国更经济的物流运输线路，有助于降低物流成本，提升区域的竞争能力。公司会积极优化运输路线，充分发挥运河效能。同时也必须强调公司从未发布过相关具体数据，实际情况也需等待运河通航一定时间后才能确定，请您理性看待市场传闻。谢谢！,substantive,unclassified,official interaction without a mapped investable theme,manual review required,higher-official-signal,https://irm.cninfo.com.cn/ircs/question/questionDetail?questionId=2279732804340482048,cninfo_irm
